country,iso3c,year,Pillar 1  - Data Use - Score,Pillar 2 - Data Services - Score,Pillar 3 - Data Products - Score,Pillar 4 - Data Sources - Score,Pillar 5 - Data Infrastructure - Score,SPI Overall Score,Dimension 1.5: Data use by international organizations,Dimension 2.1: Data Releases,Dimension 2.2: Online access,Dimension 2.4: Data services,Dimension 3.1: Social Statistics,Dimension 3.2: Economic Statistics,Dimension 3.3: Environmental Statistics,Dimension 3.4: Institutional Statistics,Dimension 4.1: Censuses,Dimension 4.1: Surveys,Dimension 4.2: Administrative Data,Dimension 4.3: Geospatial Data,Dimension 5.1: Legislation and governance,Dimension 5.2: Standards and Methods,Dimension 5.5: Finance,Dimension 1.5: Data use by international organisations - Availability of Comparable Poverty headcount ratio at $2.15 a day,"Dimension 1.5: Data use by international organisations - Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME",Dimension 1.5: Data use by international organisations - Quality of Debt service data according to World Bank,Dimension 1.5: Data use by international organisations - Safely Managed Drinking Water,Dimension 1.5: Data use by international organisations - Labor force participation rate by sex and age (%),Dimension 2.1: Data releases - SDDS/e-GDDS subscription,Dimension 2.2: Online access - Machine Readability Score,Dimension 2.2: Online access - Non-Proprietary format Score,Dimension 2.2: Online access - Download Options Score,Dimension 2.2: Online access - Metadata Available Score,Dimension 2.2: Online access - Terms of Use Score,Dimension 2.2: Online access - ODIN Open Data Openness score,Dimension 2.4: Data access services - NADA metadata,Dimension 3.1: SDG Goal 1 - GOAL 1: No Poverty,Dimension 3.2: SDG Goal 2 - GOAL 2: Zero Hunger,Dimension 3.3: SDG Goal 3 - GOAL 3: Good Health and Well-being,Dimension 3.4: SDG Goal 4 - GOAL 4: Quality Education,Dimension 3.5: SDG Goal 5 - GOAL 5: Gender Equality,Dimension 3.6: SDG Goal 6 - GOAL 6: Clean Water and Sanitation,Dimension 3.7: SDG Goal 7 - GOAL 7: Affordable and Clean Energy,Dimension 3.8: SDG Goal 8 - GOAL 8: Decent Work and Economic Growth,"Dimension 3.9: SDG Goal 9 - GOAL 9: Industry, Innovation and Infrastructure",Dimension 3.10: SDG Goal 10 - GOAL 10: Reduced Inequality,Dimension 3.11: SDG Goal 11 - GOAL 11: Sustainable Cities and Communities,Dimension 3.12: SDG Goal 12 - GOAL 12: Responsible Consumption and Production,Dimension 3.13: SDG Goal 13 - GOAL 13: Climate Action,Dimension 3.15: SDG Goal 15 - GOAL 15: Life on Land,Dimension 3.16: SDG Goal 16 - GOAL 16: Peace and Justice Strong Institutions,Dimension 3.17: SDG Goal 17 - GOAL 17: Partnerships to achieve the Goal,Dimension 4.1: censuses and surveys - Population & Housing census,Dimension 4.1: censuses and surveys - Agriculture census,Dimension 4.1: censuses and surveys - Business/establishment census,"Dimension 4.1: censuses and surveys - Household Survey on income, etc",Dimension 4.1: censuses and surveys - Agriculture survey,Dimension 4.1: censuses and surveys - Labor Force Survey,Dimension 4.1: censuses and surveys - Health/Demographic survey,Dimension 4.1: censuses and surveys - Business/establishment survey,Dimension 4.2: administrative data - CRVS (WDI),Dimension 4.3: geospatial data - Geospatial data available at 1st Admin Level,Dimension 5.1: Legislation and governance - Legislation Indicator based on PARIS21 indicators on SDG 17.18.2,Dimension 5.2: standards - System of national accounts in use,Dimension 5.2: standards - National Accounts base year,Dimension 5.2: standards - Classification of national industry,Dimension 5.2: standards - CPI base year,Dimension 5.2: standards - Classification of household consumption,Dimension 5.2: standards - Classification of status of employment,Dimension 5.2: standards - Central government accounting status,Dimension 5.2: standards - Compilation of government finance statistics,Dimension 5.2: standards - Compilation of monetary and financial statistics,Dimension 5.2: standards - Business process,Dimension 5.5: Finance - Finance Indicator based on PARIS21 indicators on SDG 17.18.3 & SDG 17.19.1,income,region,weights,population
Kiribati,KIR,2022,40,59.53333333,75.4125,20.55833333,25,44.10083333,0.4,0.5,0.286,1,0.806666667,0.709666667,0.778,0.706,0.333333333,0.266,0,0.223,-99,0.25,-99,0,1,0,0.5,0.5,0.5,0.24,0.571,0.236,0.383,0,0.286,1,1,0.7,0.84,1,0.8,0.5,0.833,0.625,0.5,0.5,0.8,1,0.667,0.889,0.6,0.812,1,0,0,0.33,0,0,1,0,0,0.223,,0.5,0,0.5,0,1,0,0.5,0,0,0,,Lower middle income,East Asia & Pacific,1,131232
Sudan,SDN,2022,53.4,57.93333333,67.79375,18.76666667,20,43.57875,0.534,0.5,0.238,1,0.618166667,0.7305,0.8335,0.544,0.166666667,0.398,0,0.186,1,0.2,1,0,1,0.67,1,0,0.5,0,0.576,0.254,0.358,0,0.238,1,0.714,0.6,0.52,0.6,0.4,0.875,0.833,0.5,0.5,0.75,1,0.8,0.667,1,0.4,0.688,0.5,0,0,0.33,0.33,0.33,1,0,0,0.186,1,0,0,0,0,1,0,0,0,1,0,1,Low income,Sub-Saharan Africa,1,46874204
Gabon,GAB,2022,60,29.83333333,66.08125,16.55833333,45,43.49458333,0.6,0.5,0.395,0,0.688166667,0.682333333,0.5,0.675,0.333333333,0.266,0,0.063,1,0.45,1,0,1,1,1,0,0.5,0.281,0.767,0.495,0.383,0.048,0.395,0,0.714,0.7,0.64,0.8,0.4,0.875,0.944,0.5,0.5,0.75,0.6,0.8,0,1,0.6,0.75,1,0,0,0.33,0,0.33,0.67,0,0,0.063,1,0.5,0,0.5,0.5,1,1,0,0,1,0,1,Upper middle income,Sub-Saharan Africa,1,2388992
Central African Republic,CAF,2022,50,58.63333333,68.75,12.34166667,25,42.945,0.5,0.5,0.259,1,0.744833333,0.6865,0.5,0.706,0.166666667,0.2,0,0.127,1,0.25,1,0,1,1,0.5,0,0.5,0.024,0.671,0.229,0.369,0,0.259,1,0.429,0.76,0.68,0.8,0.8,1,0.944,0.625,0.4,0.75,0.4,1,0,1,0.6,0.812,0.5,0,0,0,0,0,1,0,0,0.127,1,0.5,0,0.5,0.5,0,0,0,0,1,0,1,Low income,Sub-Saharan Africa,1,5579144
Grenada,GRD,2022,40,22.06666667,68.675,44.96666667,30,41.14166667,0.4,0.5,0.162,0,0.607333333,0.689833333,0.8335,0.769,0.666666667,0.132,1,0,0,0.3,0,0,1,1,0,0,0.5,0.238,0.238,0.19,0.143,0,0.162,0,0.714,0.5,0.68,0.6,0.4,0.75,0.889,0.5,0.4,0.75,0.8,0.8,0.667,1,0.6,0.938,1,1,0,0.33,0,0.33,0,0,1,0,0,0.5,0,0.5,0,1,0,0,0,1,0,0,Upper middle income,Latin America & Caribbean,1,125438
Haiti,HTI,2022,50,18,71.59375,18.33333333,45,40.58541667,0.5,0.5,0.04,0,0.687666667,0.768,0.6165,0.744,0.333333333,0.4,0,0,-99,0.45,-99,0,1,1,0.5,0,0.5,0,0.129,0.024,0.048,0,0.04,0,0.571,0.8,0.88,0.4,0.6,0.875,0.833,0.625,0.6,0.75,0.8,1,0.333,0.9,0.8,0.688,0.5,0.5,0,1,0,0,1,0,0,0,,1,0.5,0.5,0.5,1,0,0,0,1,0,,Lower middle income,Latin America & Caribbean,1,11584996
Guinea-Bissau,GNB,2022,70,23.66666667,71.6625,14.61666667,20,39.98916667,0.7,0.5,0.21,0,0.748666667,0.710666667,0.611,0.744,0.166666667,0.334,0,0.084,-99,0.2,-99,0,1,1,1,0.5,0.5,0,0.571,0.19,0.286,0,0.21,0,0.857,0.8,0.76,0.6,0.6,0.875,0.889,0.75,0.4,0.625,0.8,0.8,0.333,0.889,0.8,0.688,0.5,0,0,0.67,0,0,1,0,0,0.084,,0.5,0,0,0.5,0,0,0,0,1,0,,Low income,Sub-Saharan Africa,1,2105566
Equatorial Guinea,GNQ,2022,30,59.56666667,58.7125,23.44166667,25,39.34416667,0.3,0.5,0.287,1,0.546833333,0.615333333,0.6665,0.544,0.666666667,0.132,0,0.139,1,0.25,1,0,1,0,0.5,0,0.5,0.033,0.767,0.107,0.529,0,0.287,1,0.571,0.6,0.56,0.4,0.4,0.75,0.667,0.5,0.5,0.625,0.6,0.8,0.333,1,0.4,0.688,1,1,0,0.33,0,0,0.33,0,0,0.139,1,0.5,0,0,0,1,0,0,0,1,0,1,Upper middle income,Sub-Saharan Africa,1,1674908
Tuvalu,TUV,2022,40,59.4,60.8375,15.45833333,15,38.13916667,0.4,0.5,0.282,1,0.619833333,0.5865,0.667,0.581,0.333333333,0.132,0,0.153,-99,0.15,-99,0,1,0,0.5,0.5,0.5,0.24,0.571,0.164,0.433,0,0.282,1,0.714,0.5,0.48,0.8,0.6,0.625,0.944,0.375,0.3,0.5,0.8,0.6,0.667,0.667,0.6,0.562,1,0,0,0.33,0,0,0.33,0,0,0.153,,0,0.5,0,0,0,1,0,0,0,0,,Upper middle income,East Asia & Pacific,1,11312
"Congo, Rep.",COG,2022,50,29.43333333,62.59375,21.95,25,37.79541667,0.5,0.5,0.383,0,0.6615,0.659666667,0.5,0.544,0.5,0.2,0,0.178,1,0.25,1,0,1,1,0.5,0,0.5,0,0.867,0.41,0.638,0,0.383,0,0.429,0.7,0.64,1,0.2,1,0.833,0.5,0.6,0.625,0.6,0.8,0,1,0.4,0.688,0.5,1,0,0.33,0,0,0.67,0,0,0.178,1,0.5,0,0,0,1,0,0,0,1,0,1,Lower middle income,Sub-Saharan Africa,1,5970424
Marshall Islands,MHL,2022,10,58.33333333,63.95,25.34166667,20,35.525,0.1,0.5,0.25,1,0.592833333,0.663833333,0.7335,0.6125,0.666666667,0.066,0,0.281,-99,0.2,-99,0,0,0,0,0.5,0.5,0,0.638,0.295,0.319,0,0.25,1,0.857,0.6,0.4,0.6,0.6,0.5,0.833,0.75,0.5,0.5,0.8,0.6,0.667,0.8,0.6,0.625,1,0,1,0.33,0,0,0,0,0,0.281,,0.5,0.5,0,0,0,1,0,0,0,0,,Upper middle income,East Asia & Pacific,1,41569
"Micronesia, Fed. Sts.",FSM,2022,20,59.13333333,58.6125,13.74166667,25,35.2975,0.2,0.5,0.274,1,0.481833333,0.676333333,0.7335,0.481,0.166666667,0.134,0,0.249,-99,0.25,-99,0,0,0,1,0,0.5,0.383,0.5,0.226,0.26,0,0.274,1,0.571,0.5,0.52,0.4,0.4,0.5,0.833,0.5,0.3,0.625,0.8,1,0.667,0.8,0.4,0.562,0.5,0,0,0.67,0,0,0,0,0,0.249,,0.5,0,0,0,1,1,0,0,0,0,,Lower middle income,East Asia & Pacific,1,114164
South Sudan,SSD,2022,40,37.76666667,53.91875,9.116666667,30,34.16041667,0.4,0,0.133,1,0.510166667,0.638,0.45,0.419,0.166666667,0.198,0,0,1,0.3,1,0,1,0,1,0,0,0.181,0.181,0.181,0.09,0.033,0.133,1,0.286,0.5,0.6,0.4,0.4,0.875,0.778,0.625,0.4,0.625,0.4,1,0,0.9,0.4,0.438,0.5,0,0,0.33,0,0,0.33,0.33,0,0,1,1,0,0,0,1,0,0,0,1,0,1,Low income,Sub-Saharan Africa,1,10913164
"Yemen, Rep.",YEM,2022,46.6,28,55.56875,17.66666667,20,33.56708333,0.466,0.5,0.34,0,0.519833333,0.641166667,0.45,0.5125,0.166666667,0.266,0,0.274,-99,0.2,-99,0,1,0.33,1,0,0.5,0.783,0.164,0.302,0.45,0,0.34,0,0.429,0.7,0.64,0.4,0.2,0.75,0.722,0.375,0.6,0.75,0.6,0.8,0,0.9,0.4,0.625,0.5,0,0,0.33,0,0.67,0.33,0,0,0.274,,0.5,0,0.5,0,0,1,0,0,0,0,,Low income,Middle East & North Africa,1,33696614
Nauru,NRU,2022,30,37.63333333,55.41875,34.98333333,5,32.60708333,0.3,0,0.129,1,0.495166667,0.6125,0.5665,0.544,0.333333333,0.066,1,0,1,0.05,1,0,0,1,0.5,0,0,0,0.343,0.155,0.148,0,0.129,1,0.571,0.5,0.4,0.6,0.4,0.5,1,0.375,0.4,0.5,0.6,0.8,0.333,0.8,0.4,0.688,1,0,0,0.33,0,0,0,0,1,0,1,0.5,0,0,0,0,0,0,0,0,0,1,High income,East Asia & Pacific,1,12668
Syrian Arab Republic,SYR,2022,36.6,23.06666667,54.96875,14.96666667,30,31.92041667,0.366,0.5,0.192,0,0.496833333,0.669,0.45,0.45,0.166666667,0.266,0,0.166,-99,0.3,-99,0,1,0.33,0.5,0,0.5,0.262,0.329,0.074,0.295,0,0.192,0,0.286,0.5,0.72,0.4,0.2,0.875,0.889,0.375,0.6,0.75,0.4,1,0,0.9,0.4,0.5,0.5,0,0,0,0,1,0.33,0,0,0.166,,0.5,0,0.5,0,0,1,0,0,1,0,,Low income,Middle East & North Africa,1,22125249
Turkmenistan,TKM,2022,60,0.466666667,69.625,11.68333333,15,31.355,0.6,0,0.014,0,0.704833333,0.707333333,0.7835,0.55,0.333333333,0.134,0,0,-99,0.15,-99,0,1,1,1,0,0,0,0.048,0.024,0,0,0.014,0,0.714,0.6,0.84,0.8,0.4,0.875,0.944,0.5,0.5,0.5,1,0.8,0.667,0.9,0.6,0.5,1,0,0,0,0,0,0.67,0,0,0,,0.5,1,0,0,0,0,0,0,0,0,,Upper middle income,Europe & Central Asia,1,6430770
Libya,LBY,2022,20,25.63333333,53.58125,7.616666667,15,24.36625,0.2,0.5,0.269,0,0.439833333,0.662,0.5,0.481,0.166666667,0.066,0,0.072,1,0.15,1,0,0,0,1,0,0.5,0,0.733,0.245,0.367,0,0.269,0,0.429,0.5,0.56,0.2,0.2,0.75,0.722,0.625,0.6,0.625,0.4,1,0,1,0.4,0.562,0.5,0,0,0,0,0.33,0,0,0,0.072,1,0.5,0.5,0.5,0,0,0,0,0,0,0,1,Upper middle income,Middle East & North Africa,1,6812341
American Samoa,ASM,2022,40,,22.625,,,,0.4,0,,,0.169333333,0.213833333,0.4665,0.194,,,1,,-99,,-99,1,0,0,1,0,0,,,,,,,,0.286,0.2,0.08,0,0.2,0.25,0.333,0,0.1,0.25,0.4,0.2,0.333,0.6,0.2,0.188,1,0.5,,,,,,,1,,,1,1,,,,,,,,,,High income,East Asia & Pacific,1,44273
Andorra,AND,2022,80,,38.65,,15,,0.8,0,,1,0.307166667,0.3875,0.389,0.619,0.666666667,0.466,1,,1,0.15,1,1,1,1,1,0,0,,,,,,,1,0.143,0.4,0.4,0.2,0.2,0.5,0.5,0.25,0.2,0.375,0.4,0.6,0,0.778,0.8,0.438,1,0,1,1,0,1,0.33,0,1,,1,0.5,0,0,0,0,1,0,0,0,0,1,High income,Europe & Central Asia,1,79824
Aruba,ABW,2022,60,,28.53125,,,,0.6,0.5,0.308,,0.124666667,0.452833333,0.3,0.25,,,1,0.035,-99,,-99,1,0,1,1,0,0.5,0.262,0.676,0.169,0.431,0,0.308,,0.143,0.4,0.08,0,0,0.125,0.667,0.375,0.3,0.375,0.2,0.8,0,0.6,0,0.5,1,0,,,,0.33,,,1,0.035,,0.5,0.5,,,,,,,,,,High income,Latin America & Caribbean,1,106445
Bermuda,BMU,2022,60,,27.13125,,,,0.6,0,,,0.1735,0.333333333,0.3,0.35,,,1,,-99,,-99,1,0,1,1,0,0,,,,,,,,0.286,0.3,0.08,0,0,0.375,0.5,0.25,0.4,0.25,0.2,0.4,0,0.6,0.2,0.5,1,0,,,,0.33,,,1,,,1,0.5,,,,,,,,,,High income,North America,1,63532
British Virgin Islands,VGB,2022,60,,27.19375,,,,0.6,0,,,0.229333333,0.333333333,0.3,0.1875,,,1,,0,,0,1,0,1,1,0,0,,,,,,,,0.286,0.4,0.04,0.4,0,0.25,0.5,0.25,0.2,0.25,0.2,0.6,0,0.6,0,0.375,1,0,,,,,0,,1,,0,0,0,,,,,,,,,0,High income,Latin America & Caribbean,1,31305
Cayman Islands,CYM,2022,50,,28.60625,,,,0.5,0,,,0.191333333,0.377833333,0.3,0.281,,,1,,0,,0,1,0,1,0.5,0,0,,,,,,,,0.143,0.4,0.08,0.4,0,0.125,0.667,0.25,0.3,0.25,0.2,0.6,0,0.6,0,0.562,1,0,,,,0.33,0,,1,,0,1,0.5,,,,,,,,,0,High income,Latin America & Caribbean,1,68706
Channel Islands,CHI,2022,60,,,,,,0.6,0,,,,,,,,,1,,-99,,-99,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,1,,,0,0,,,,,,,,,,High income,Europe & Central Asia,1,174079
Comoros,COM,2022,50,,68.23125,,40,,0.5,0.5,,0,0.640166667,0.718,0.778,0.606,0.333333333,0.4,0,,0,0.4,0,0,1,1,0.5,0,0.5,,,,,,,0,0.571,0.6,0.72,0.8,0.4,0.75,0.833,0.5,0.3,0.875,1,0.8,0.667,0.889,0.4,0.812,1,0,0,1,0,0.33,0.67,0,0,,0,1,0,0,0,1,1,0,0,1,0,0,Lower middle income,Sub-Saharan Africa,1,836774
Cuba,CUB,2022,60,,69.675,,,,0.6,0,0.288,,0.7265,0.715666667,0.6665,0.581,,,1,0.334,-99,,-99,1,1,0,1,0,0,0.426,0.507,0.057,0.45,0,0.288,,0.429,0.7,0.88,1,0.6,0.75,0.944,0.5,0.7,0.75,0.8,0.6,0.333,1,0.6,0.562,0.5,0,,,,,1,,1,0.334,,0.5,0,,,,,,,,,,Upper middle income,Latin America & Caribbean,1,11212191
Curacao,CUW,2022,80,,28.4875,,,,0.8,0,,,0.177666667,0.398666667,0.3,0.25,,,1,,0,,0,1,0,1,1,1,0,,,,,,,,0.286,0.3,0.08,0.2,0.2,0,0.667,0.5,0.5,0.125,0.2,0.4,0,0.6,0,0.5,1,0,,,,,,,1,,0,1,0,,,,,,,,,0,High income,Latin America & Caribbean,1,149996
Eritrea,ERI,2022,36.6,,51.65625,,10,,0.366,0,,0,0.499666667,0.598666667,0.45,0.3875,0,0,0,,-99,0.1,-99,0,1,0.33,0.5,0,0,,,,,,,0,0.143,0.5,0.68,0.6,0.2,0.875,0.667,0.375,0.6,0.75,0.4,0.8,0,0.9,0.4,0.375,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,,Low income,Sub-Saharan Africa,1,3684032
Faroe Islands,FRO,2022,60,,14.675,,,,0.6,0,,,0.060833333,0.147166667,0.3,0.25,,,1,,1,,1,1,0,1,1,0,0,,,,,,,,0,0.2,0.04,0,0,0.125,0.333,0,0.1,0.25,0.2,0,0,0.6,0,0.5,1,0,,,,,,,1,,1,0,0,,,,,,,,,1,High income,Europe & Central Asia,1,53090
French Polynesia,PYF,2022,60,,24.05,,,,0.6,0,,,0.1455,0.333333333,0.3,0.1875,,,1,,-99,,-99,1,0,1,1,0,0,,,,,,,,0.143,0.4,0.08,0,0,0.25,0.5,0.25,0.2,0.25,0.2,0.6,0,0.6,0,0.375,1,0,,,,,,,1,,,0.5,0,,,,,,,,,,High income,East Asia & Pacific,1,306279
Gibraltar,GIB,2022,60,,18.05625,,,,0.6,0,,,0.1655,0.184666667,0.3,0.094,,,1,,-99,,-99,1,0,1,1,0,0,,,,,,,,0.143,0.2,0,0.4,0,0.25,0.333,0,0.2,0.375,0.2,0,0,0.6,0,0.188,1,0,,,,,,,1,,,0,0,,,,,,,,,,High income,Europe & Central Asia,1,32649
Greenland,GRL,2022,50,,21.00625,,,,0.5,0,0.674,,0.169333333,0.238833333,0.3,0.156,,,1,0.28,-99,,-99,1,0,1,0.5,0,0,0.738,0.738,0.721,0.436,0.738,0.674,,0.286,0.4,0.08,0,0,0.25,0.333,0.25,0.2,0.25,0.2,0.2,0,0.6,0,0.312,1,0,,,,,,,1,0.28,,0,0,,,,,,,,,,High income,Europe & Central Asia,1,56661
Guam,GUM,2022,60,,22.09375,,,,0.6,0,,,0.162166667,0.241666667,0.3,0.256,,,1,,-99,,-99,1,0,1,1,0,0,,,,,,,,0.143,0.3,0.08,0,0.2,0.25,0.5,0,0.1,0.25,0.2,0.4,0,0.6,0.2,0.312,1,0.5,,,,,,,1,,,0.5,0.5,,,,,,,,,,High income,East Asia & Pacific,1,171774
"Hong Kong SAR, China",HKG,2022,80,,43.81875,,,,0.8,1,0.842,,0.274666667,0.579166667,0.3,0.644,,,1,0.719,1,,1,1,0,1,1,1,1,0.967,1,0.602,0.676,0.967,0.842,,0.143,0.3,0.08,0.6,0.4,0.125,0.5,0.75,0.8,0.625,0.2,0.6,0,0.6,0.6,0.688,1,0,,,,,,,1,0.719,1,1,1,,0.5,1,,1,,1,,1,High income,East Asia & Pacific,1,7346100
Isle of Man,IMN,2022,70,,12.35,,,,0.7,0,,,0.098833333,0.109666667,0.2,0.1625,,,1,,-99,,-99,1,0,1,1,0.5,0,,,,,,,,0.143,0.2,0,0,0,0.25,0.333,0,0,0.125,0.2,0,0,0.4,0.2,0.125,1,0,,,,,,,1,,,1,1,,,,,,,,,,High income,Europe & Central Asia,1,84519
"Korea, Dem. People's Rep.",PRK,2022,30,,51.60625,,,,0.3,0,,,0.5605,0.527833333,0.4445,0.419,,,0,,0,,0,1,0,0,0.5,0,0,,,,,,,,0.143,0.7,0.72,0.4,0.4,1,0.667,0.375,0.5,0.625,0.4,0.6,0,0.889,0.4,0.438,1,0,,,,,0.33,,0,,0,0,0,,,,,,,,,0,Low income,East Asia & Pacific,1,26069416
Kosovo,XKX,2022,40,66.5,,50.25833333,80,,0.4,0.5,0.495,1,,,,,0.833333333,0.934,0,0.243,-99,0.8,-99,1,0,1,0,0,0.5,0.519,0.867,0.488,0.467,0.133,0.495,1,,,,,,,,,,,,,,,,,0.5,1,1,1,1,1,0.67,1,0,0.243,,1,1,1,1,1,1,0,1,1,0,,Upper middle income,Europe & Central Asia,1,1761985
Liechtenstein,LIE,2022,70,,38.26875,,,,0.7,0,0.755,,0.281833333,0.347166667,0.5555,0.619,,,1,0.473,1,,1,1,0,1,1,0.5,0,0.736,0.919,0.564,0.638,0.919,0.755,,0.286,0.3,0.08,0.2,0.2,0.625,0.333,0.25,0.2,0.5,0.2,0.6,0.333,0.778,0.8,0.438,1,0,,,,,,,1,0.473,1,1,0,,,,,,,,,1,High income,Europe & Central Asia,1,39327
"Macao SAR, China",MAC,2022,80,,37.725,,,,0.8,0.5,0.48,,0.224666667,0.5,0.3,0.544,,,1,0.408,1,,1,1,0,1,1,1,0.5,0.702,0.8,0.264,0.352,0.281,0.48,,0.143,0.2,0.08,0.6,0.2,0.125,0.5,0.5,0.7,0.5,0.2,0.6,0,0.6,0.4,0.688,1,0,,,,,,,1,0.408,1,1,1,,,,,,,,,1,High income,East Asia & Pacific,1,695168
Monaco,MCO,2022,90,,41.6125,,,,0.9,0,0.232,,0.294833333,0.422166667,0.722,0.456,,,1,0.267,-99,,-99,1,1,1,1,0.5,0,0,0.69,0.124,0.345,0,0.232,,0.429,0.2,0.24,0.2,0.2,0.5,0.333,0.25,0.3,0.25,0.8,0.6,1,0.444,0.6,0.312,1,0,,,,,,,1,0.267,,1,1,,,,,,,,,,High income,Europe & Central Asia,1,36469
New Caledonia,NCL,2022,80,,31.5875,,,,0.8,0,,,0.202666667,0.411166667,0.4665,0.219,,,1,,1,,1,1,0,1,1,1,0,,,,,,,,0.286,0.4,0.08,0,0.2,0.25,0.667,0.25,0.3,0.25,0.4,0.6,0.333,0.6,0,0.438,1,0,,,,0.33,,,1,,1,1,0.5,,,,,,,,,1,High income,East Asia & Pacific,1,269220
Northern Mariana Islands,MNP,2022,60,,16.0375,,,,0.6,0,,,0.138833333,0.147166667,0.3,0.125,,,1,,1,,1,1,0,1,1,0,0,,,,,,,,0.143,0.2,0.04,0,0.2,0.25,0.333,0,0.1,0.25,0.2,0,0,0.6,0,0.25,1,0.5,,,,,,,1,,1,0,0.5,,,,,,,,,1,High income,East Asia & Pacific,1,49551
Puerto Rico,PRI,2022,60,,35.38125,,,,0.6,0,,,0.251,0.452833333,0.3,0.419,,,1,,1,,1,1,0,1,1,0,0,,,,,,,,0.286,0.4,0.12,0.2,0,0.5,0.667,0.375,0.3,0.375,0.2,0.8,0,0.6,0.4,0.438,0,1,,,,,,,1,,1,0,0,,,,,,,,,1,High income,Latin America & Caribbean,1,3221789
San Marino,SMR,2022,90,60.7,38.08125,,55,,0.9,0.5,0.321,1,0.344333333,0.4055,0.278,0.519,,,1,0.382,-99,0.55,-99,1,1,1,1,0.5,0.5,0.302,0.733,0.233,0.336,0,0.321,1,0.286,0.4,0.28,0.4,0.2,0.5,0.333,0.5,0.3,0.5,0.4,0.4,0,0.556,0.6,0.438,1,0,,,,,,,1,0.382,,0.5,0,0.5,0,1,1,1,0.5,1,0,,High income,Europe & Central Asia,1,33660
Sint Maarten (Dutch part),SXM,2022,50,,19.69375,,,,0.5,0,,,0.104333333,0.279166667,0.3,0.125,,,1,,-99,,-99,1,0,1,0.5,0,0,,,,,,,,0.286,0.3,0.04,0,0,0,0.5,0.25,0.2,0.125,0.2,0.4,0,0.6,0,0.25,0,0,,,,,,,1,,,0,0,,,,,,,,,,High income,Latin America & Caribbean,1,42848
St. Martin (French part),MAF,2022,40,,13.56875,,,,0.4,0,,,0.1085,0.143,0.3,0.031,,,1,,-99,,-99,1,0,1,0,0,0,,,,,,,,0.286,0.2,0.04,0,0,0.125,0.333,0,0,0.125,0.2,0.2,0,0.6,0,0.062,1,0,,,,,,,1,,,0,0,,,,,,,,,,High income,Latin America & Caribbean,1,31791
Turks and Caicos Islands,TCA,2022,60,,31.46875,,,,0.6,0,,,0.305166667,0.348666667,0.3,0.256,,,1,,-99,,-99,1,0,1,1,0,0,,,,,,,,0.286,0.3,0.12,0.8,0.2,0.125,0.667,0.25,0.2,0.375,0.2,0.4,0,0.6,0.2,0.312,1,0,,,,,0.33,,1,,,0.5,0.5,,,,,,,,,,High income,Latin America & Caribbean,1,45703
Virgin Islands (U.S.),VIR,2022,60,,18.975,,,,0.6,0,,,0.122666667,0.241666667,0.3,0.125,,,1,,-99,,-99,1,0,1,1,0,0,,,,,,,,0.286,0.2,0,0,0,0.25,0.5,0,0.1,0.25,0.2,0.4,0,0.6,0,0.25,1,1,,,,,,,1,,,0,0,,,,,,,,,,High income,Latin America & Caribbean,1,105413
Finland,FIN,2021,100,95.7,88.4875,83.18333333,100,93.47416667,1,1,0.871,1,0.885833333,0.857,0.9445,0.906,0.833333333,0.934,1,0.56,1,1,1,1,1,1,1,1,1,0.933,0.967,0.686,0.852,0.919,0.871,1,1,0.8,0.84,0.8,1,0.875,0.667,1,1,0.875,0.8,0.8,1,0.889,1,0.812,1,0.5,1,1,1,1,0.67,1,1,0.56,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,5541017
Canada,CAN,2021,100,93.06666667,83.6875,90.35,100,93.42083333,1,1,0.792,1,0.8425,0.861166667,0.778,0.806,1,1,1,0.614,1,1,1,1,1,1,1,1,1,0.9,1,0.783,0.81,0.467,0.792,1,1,0.9,0.88,0.6,0.8,0.875,0.667,1,0.9,1,0.8,0.8,0.667,0.889,0.8,0.812,1,1,1,1,1,1,1,1,1,0.614,1,1,1,1,1,1,1,1,1,1,1,1,High income,North America,1,38226498
Norway,NOR,2021,100,94.3,87.2375,83.10833333,100,92.92916667,1,1,0.829,1,0.9025,0.840333333,0.9445,0.806,0.833333333,1,1,0.491,1,1,1,1,1,1,1,1,1,0.983,1,0.81,0.85,0.5,0.829,1,1,0.9,0.84,0.8,1,0.875,0.667,1,0.9,0.875,0.8,0.8,1,0.889,0.8,0.812,1,0.5,1,1,1,1,1,1,1,0.491,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,5408320
Netherlands,NLD,2021,100,97.1,87.76875,79.45833333,100,92.86541667,1,1,0.913,1,0.845833333,0.877833333,0.9445,0.906,0.833333333,0.934,1,0.411,1,1,1,1,1,1,1,1,1,0.933,0.933,0.833,0.933,0.933,0.913,1,1,0.8,0.8,0.8,0.8,0.875,0.667,1,1,1,0.8,0.8,1,0.889,1,0.812,1,0.5,1,1,0.67,1,1,1,1,0.411,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,17533044
